user_id,event_name,event_timestamp,plan_name,billing_cycle,amount_usd,payment_status,renewal_number,cancel_reason,country,device_type,acquisition_channel,app_version,session_id
U_13625,signup,2026-01-01 05:29:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S001
U_03675,onboarding_completed,2026-01-01 05:30:00,,,,,,,DE,iOS,TikTok Ads,5.2.0,U_03675_S001
U_13625,onboarding_started,2026-01-01 05:35:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S001
U_14437,onboarding_started,2026-01-01 05:36:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_14437_S001
U_20875,signup,2026-01-01 05:40:00,,,,,,,DE,Android,Organic,4.5.0,U_20875_S001
U_14437,onboarding_completed,2026-01-01 05:41:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_14437_S001
U_13625,onboarding_completed,2026-01-01 05:44:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S001
U_08375,signup,2026-01-01 05:46:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_08375_S001
U_08375,onboarding_started,2026-01-01 05:52:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_08375_S001
U_14437,first_core_action,2026-01-01 05:57:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_14437_S001
U_08375,onboarding_completed,2026-01-01 06:03:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_08375_S001
U_13625,first_core_action,2026-01-01 06:05:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S001
U_49841,signup,2026-01-01 06:07:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S001
U_13625,ai_prompt_submitted,2026-01-01 06:08:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S001
U_49841,onboarding_started,2026-01-01 06:15:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S001
U_08375,first_core_action,2026-01-01 06:23:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_08375_S001
U_08375,ai_prompt_submitted,2026-01-01 06:24:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_08375_S001
U_49841,onboarding_completed,2026-01-01 06:34:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S001
U_49841,first_core_action,2026-01-01 06:42:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S001
U_49841,ai_prompt_submitted,2026-01-01 06:47:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S001
U_14437,trial_started,2026-01-01 07:57:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_14437_S002
U_02309,signup,2026-01-01 08:28:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S001
U_02309,onboarding_started,2026-01-01 08:30:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S001
U_02309,onboarding_completed,2026-01-01 08:33:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S001
U_06242,signup,2026-01-01 08:33:00,,,,,,,UK,iOS,Organic,5.2.0,U_06242_S001
U_06242,onboarding_started,2026-01-01 08:39:00,,,,,,,UK,iOS,Organic,5.2.0,U_06242_S001
U_02309,first_core_action,2026-01-01 08:45:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S001
U_02309,ai_prompt_submitted,2026-01-01 08:49:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S001
U_06242,onboarding_completed,2026-01-01 08:53:00,,,,,,,UK,iOS,Organic,5.2.0,U_06242_S001
U_02309,document_uploaded,2026-01-01 09:02:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S001
U_13153,signup,2026-01-01 09:02:00,,,,,,,US,iOS,TikTok Ads,5.2.0,U_13153_S001
U_13153,onboarding_started,2026-01-01 09:03:00,,,,,,,US,iOS,TikTok Ads,5.2.0,U_13153_S001
U_13153,onboarding_completed,2026-01-01 09:17:00,,,,,,,US,iOS,TikTok Ads,5.2.0,U_13153_S001
U_13153,first_core_action,2026-01-01 09:20:00,,,,,,,US,iOS,TikTok Ads,5.2.0,U_13153_S001
U_15819,trial_started,2026-01-01 09:36:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_15819_S002
U_41197,signup,2026-01-01 11:31:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S001
U_41197,onboarding_started,2026-01-01 11:44:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S001
U_01848,signup,2026-01-01 11:47:00,,,,,,,DE,Android,Referral,4.5.0,U_01848_S001
U_41197,onboarding_completed,2026-01-01 11:53:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S001
U_01848,onboarding_started,2026-01-01 11:58:00,,,,,,,DE,Android,Referral,4.5.0,U_01848_S001
U_41197,first_core_action,2026-01-01 11:58:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S001
U_36410,signup,2026-01-01 12:03:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S001
U_36410,onboarding_started,2026-01-01 12:12:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S001
U_32310,signup,2026-01-01 12:18:00,,,,,,,US,Android,Meta Ads,4.5.0,U_32310_S001
U_35437,signup,2026-01-01 12:24:00,,,,,,,US,Android,Referral,4.5.0,U_35437_S001
U_35437,onboarding_started,2026-01-01 12:25:00,,,,,,,US,Android,Referral,4.5.0,U_35437_S001
U_36410,onboarding_completed,2026-01-01 12:31:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S001
U_32310,onboarding_started,2026-01-01 12:32:00,,,,,,,US,Android,Meta Ads,4.5.0,U_32310_S001
U_36410,first_core_action,2026-01-01 12:32:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S001
U_35437,onboarding_completed,2026-01-01 12:36:00,,,,,,,US,Android,Referral,4.5.0,U_35437_S001
U_36410,document_uploaded,2026-01-01 12:38:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S001
U_36410,ai_prompt_submitted,2026-01-01 12:43:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S001
U_35437,first_core_action,2026-01-01 12:51:00,,,,,,,US,Android,Referral,4.5.0,U_35437_S001
U_09461,signup,2026-01-01 12:54:00,,,,,,,BR,Android,TikTok Ads,4.5.0,U_09461_S001
U_09461,onboarding_started,2026-01-01 12:56:00,,,,,,,BR,Android,TikTok Ads,4.5.0,U_09461_S001
U_41880,signup,2026-01-01 14:49:00,,,,,,,TR,Android,Referral,4.5.0,U_41880_S001
U_41880,onboarding_started,2026-01-01 14:55:00,,,,,,,TR,Android,Referral,4.5.0,U_41880_S001
U_37033,signup,2026-01-01 14:59:00,,,,,,,DE,Web,Organic,web_2026_01,U_37033_S001
U_37033,onboarding_started,2026-01-01 15:07:00,,,,,,,DE,Web,Organic,web_2026_01,U_37033_S001
U_37033,onboarding_completed,2026-01-01 15:13:00,,,,,,,DE,Web,Organic,web_2026_01,U_37033_S001
U_37033,first_core_action,2026-01-01 15:38:00,,,,,,,DE,Web,Organic,web_2026_01,U_37033_S001
U_37033,document_uploaded,2026-01-01 15:40:00,,,,,,,DE,Web,Organic,web_2026_01,U_37033_S001
U_46363,signup,2026-01-01 17:34:00,,,,,,,BR,Android,Meta Ads,4.5.0,U_46363_S001
U_46363,onboarding_started,2026-01-01 17:45:00,,,,,,,BR,Android,Meta Ads,4.5.0,U_46363_S001
U_46363,onboarding_completed,2026-01-01 17:55:00,,,,,,,BR,Android,Meta Ads,4.5.0,U_46363_S001
U_46363,first_core_action,2026-01-01 18:16:00,,,,,,,BR,Android,Meta Ads,4.5.0,U_46363_S001
U_19031,signup,2026-01-01 19:10:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S001
U_19031,onboarding_started,2026-01-01 19:16:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S001
U_19031,onboarding_completed,2026-01-01 19:35:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S001
U_19031,first_core_action,2026-01-01 20:01:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S001
U_19031,document_uploaded,2026-01-01 20:05:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S001
U_19031,ai_prompt_submitted,2026-01-01 20:06:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S001
U_09304,signup,2026-01-01 20:08:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_09304_S001
U_09304,onboarding_started,2026-01-01 20:12:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_09304_S001
U_09304,onboarding_completed,2026-01-01 20:29:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_09304_S001
U_09304,first_core_action,2026-01-01 20:38:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_09304_S001
U_16555,signup,2026-01-01 20:45:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S001
U_16555,onboarding_started,2026-01-01 20:47:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S001
U_16555,onboarding_completed,2026-01-01 20:56:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S001
U_16555,first_core_action,2026-01-01 20:59:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S001
U_26395,signup,2026-01-01 21:13:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S001
U_38139,signup,2026-01-01 21:22:00,,,,,,,US,iOS,Referral,5.2.0,U_38139_S001
U_26395,onboarding_started,2026-01-01 21:23:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S001
U_45866,signup,2026-01-01 21:25:00,,,,,,,UK,Android,TikTok Ads,4.5.0,U_45866_S001
U_38139,onboarding_started,2026-01-01 21:31:00,,,,,,,US,iOS,Referral,5.2.0,U_38139_S001
U_26395,onboarding_completed,2026-01-01 21:32:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S001
U_26395,first_core_action,2026-01-01 21:38:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S001
U_38139,onboarding_completed,2026-01-01 21:39:00,,,,,,,US,iOS,Referral,5.2.0,U_38139_S001
U_38139,first_core_action,2026-01-01 21:51:00,,,,,,,US,iOS,Referral,5.2.0,U_38139_S001
U_32915,signup,2026-01-01 21:58:00,,,,,,,US,Android,TikTok Ads,4.5.0,U_32915_S001
U_38139,ai_prompt_submitted,2026-01-01 21:58:00,,,,,,,US,iOS,Referral,5.2.0,U_38139_S001
U_32915,onboarding_started,2026-01-01 21:59:00,,,,,,,US,Android,TikTok Ads,4.5.0,U_32915_S001
U_32915,onboarding_completed,2026-01-01 22:16:00,,,,,,,US,Android,TikTok Ads,4.5.0,U_32915_S001
U_36120,signup,2026-01-01 22:17:00,,,,,,,TR,Android,TikTok Ads,4.5.0,U_36120_S001
U_32915,first_core_action,2026-01-01 22:43:00,,,,,,,US,Android,TikTok Ads,4.5.0,U_32915_S001
U_39705,signup,2026-01-01 23:09:00,,,,,,,UK,Web,Referral,web_2026_01,U_39705_S001
U_39705,onboarding_started,2026-01-01 23:17:00,,,,,,,UK,Web,Referral,web_2026_01,U_39705_S001
U_39705,onboarding_completed,2026-01-01 23:20:00,,,,,,,UK,Web,Referral,web_2026_01,U_39705_S001
U_39705,first_core_action,2026-01-01 23:47:00,,,,,,,UK,Web,Referral,web_2026_01,U_39705_S001
U_47704,signup,2026-01-02 00:30:00,,,,,,,BR,Android,Meta Ads,4.5.0,U_47704_S001
U_47704,onboarding_started,2026-01-02 00:37:00,,,,,,,BR,Android,Meta Ads,4.5.0,U_47704_S001
U_05514,signup,2026-01-02 00:42:00,,,,,,,UK,iOS,Google Ads,5.2.0,U_05514_S001
U_26208,signup,2026-01-02 00:44:00,,,,,,,TR,Android,Meta Ads,4.5.0,U_26208_S001
U_26208,onboarding_started,2026-01-02 00:50:00,,,,,,,TR,Android,Meta Ads,4.5.0,U_26208_S001
U_05514,onboarding_started,2026-01-02 00:54:00,,,,,,,UK,iOS,Google Ads,5.2.0,U_05514_S001
U_02472,signup,2026-01-02 01:44:00,,,,,,,US,Android,Organic,4.5.0,U_02472_S001
U_31979,signup,2026-01-02 02:13:00,,,,,,,US,iOS,Google Ads,5.2.0,U_31979_S001
U_14455,signup,2026-01-02 02:20:00,,,,,,,TR,Web,Organic,web_2026_01,U_14455_S001
U_27254,signup,2026-01-02 02:24:00,,,,,,,UK,iOS,Referral,5.2.0,U_27254_S001
U_31979,onboarding_started,2026-01-02 02:24:00,,,,,,,US,iOS,Google Ads,5.2.0,U_31979_S001
U_14455,onboarding_started,2026-01-02 02:27:00,,,,,,,TR,Web,Organic,web_2026_01,U_14455_S001
U_27254,onboarding_started,2026-01-02 02:38:00,,,,,,,UK,iOS,Referral,5.2.0,U_27254_S001
U_14455,onboarding_completed,2026-01-02 02:39:00,,,,,,,TR,Web,Organic,web_2026_01,U_14455_S001
U_27254,onboarding_completed,2026-01-02 02:49:00,,,,,,,UK,iOS,Referral,5.2.0,U_27254_S001
U_14455,first_core_action,2026-01-02 02:55:00,,,,,,,TR,Web,Organic,web_2026_01,U_14455_S001
U_14455,ai_prompt_submitted,2026-01-02 03:07:00,,,,,,,TR,Web,Organic,web_2026_01,U_14455_S001
U_27254,first_core_action,2026-01-02 03:17:00,,,,,,,UK,iOS,Referral,5.2.0,U_27254_S001
U_27254,ai_prompt_submitted,2026-01-02 03:29:00,,,,,,,UK,iOS,Referral,5.2.0,U_27254_S001
U_49841,app_opened,2026-01-02 03:38:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S002
U_49841,ai_prompt_submitted,2026-01-02 03:51:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S002
U_49841,note_created,2026-01-02 04:02:00,,,,,,,BR,iOS,Referral,5.2.0,U_49841_S002
U_14461,signup,2026-01-02 04:07:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_14461_S001
U_14461,onboarding_started,2026-01-02 04:21:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_14461_S001
U_14461,onboarding_completed,2026-01-02 04:36:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_14461_S001
U_14461,first_core_action,2026-01-02 04:41:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_14461_S001
U_32794,signup,2026-01-02 04:54:00,,,,,,,DE,Web,Organic,web_2026_01,U_32794_S001
U_32794,onboarding_started,2026-01-02 04:57:00,,,,,,,DE,Web,Organic,web_2026_01,U_32794_S001
U_32794,onboarding_completed,2026-01-02 05:01:00,,,,,,,DE,Web,Organic,web_2026_01,U_32794_S001
U_02309,app_opened,2026-01-02 05:19:00,,,,,,,US,iOS,Referral,5.2.0,U_02309_S002
U_13625,app_opened,2026-01-02 06:03:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S002
U_14842,signup,2026-01-02 06:04:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_14842_S001
U_13625,note_created,2026-01-02 06:07:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S002
U_14842,onboarding_started,2026-01-02 06:07:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_14842_S001
U_14842,onboarding_completed,2026-01-02 06:14:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_14842_S001
U_40507,signup,2026-01-02 06:18:00,,,,,,,DE,iOS,Google Ads,5.2.0,U_40507_S001
U_14842,first_core_action,2026-01-02 06:31:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_14842_S001
U_14842,ai_prompt_submitted,2026-01-02 06:36:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_14842_S001
U_06242,app_opened,2026-01-02 06:52:00,,,,,,,UK,iOS,Organic,5.2.0,U_06242_S002
U_06242,ai_prompt_submitted,2026-01-02 07:04:00,,,,,,,UK,iOS,Organic,5.2.0,U_06242_S002
U_13801,signup,2026-01-02 07:14:00,,,,,,,DE,Android,Organic,4.5.0,U_13801_S001
U_13801,onboarding_started,2026-01-02 07:16:00,,,,,,,DE,Android,Organic,4.5.0,U_13801_S001
U_13801,onboarding_completed,2026-01-02 07:22:00,,,,,,,DE,Android,Organic,4.5.0,U_13801_S001
U_13801,first_core_action,2026-01-02 07:37:00,,,,,,,DE,Android,Organic,4.5.0,U_13801_S001
U_14437,app_opened,2026-01-02 07:45:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_14437_S003
U_13801,ai_prompt_submitted,2026-01-02 07:47:00,,,,,,,DE,Android,Organic,4.5.0,U_13801_S001
U_14437,note_created,2026-01-02 07:53:00,,,,,,,US,Web,Meta Ads,web_2026_01,U_14437_S003
U_39705,app_opened,2026-01-02 08:01:00,,,,,,,UK,Web,Referral,web_2026_01,U_39705_S002
U_31364,signup,2026-01-02 08:40:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_31364_S001
U_31364,onboarding_started,2026-01-02 08:45:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_31364_S001
U_19031,app_opened,2026-01-02 08:46:00,,,,,,,DE,iOS,Meta Ads,5.2.0,U_19031_S002
U_03675,app_opened,2026-01-02 08:53:00,,,,,,,DE,iOS,TikTok Ads,5.2.0,U_03675_S002
U_31364,onboarding_completed,2026-01-02 08:53:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_31364_S001
U_31883,app_opened,2026-01-02 09:57:00,,,,,,,TR,Android,Meta Ads,4.5.0,U_31883_S002
U_31883,ai_prompt_submitted,2026-01-02 10:00:00,,,,,,,TR,Android,Meta Ads,4.5.0,U_31883_S002
U_11386,app_opened,2026-01-02 10:01:00,,,,,,,DE,Android,Referral,4.5.0,U_11386_S002
U_32352,signup,2026-01-02 10:13:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_32352_S001
U_32352,onboarding_started,2026-01-02 10:16:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_32352_S001
U_11386,task_created,2026-01-02 10:18:00,,,,,,,DE,Android,Referral,4.5.0,U_11386_S002
U_32352,onboarding_completed,2026-01-02 10:26:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_32352_S001
U_49915,signup,2026-01-02 10:27:00,,,,,,,DE,Android,Meta Ads,4.5.0,U_49915_S001
U_32352,first_core_action,2026-01-02 10:28:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_32352_S001
U_32352,document_uploaded,2026-01-02 10:32:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_32352_S001
U_31883,document_uploaded,2026-01-02 10:33:00,,,,,,,TR,Android,Meta Ads,4.5.0,U_31883_S003
U_49915,onboarding_started,2026-01-02 10:33:00,,,,,,,DE,Android,Meta Ads,4.5.0,U_49915_S001
U_49915,onboarding_completed,2026-01-02 10:46:00,,,,,,,DE,Android,Meta Ads,4.5.0,U_49915_S001
U_49915,first_core_action,2026-01-02 11:02:00,,,,,,,DE,Android,Meta Ads,4.5.0,U_49915_S001
U_33286,signup,2026-01-02 11:25:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_33286_S001
U_33286,onboarding_started,2026-01-02 11:33:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_33286_S001
U_33286,onboarding_completed,2026-01-02 11:47:00,,,,,,,BR,iOS,Google Ads,5.2.0,U_33286_S001
U_13625,trial_started,2026-01-02 12:05:00,,,,,,,US,iOS,Meta Ads,5.2.0,U_13625_S003
U_20413,signup,2026-01-02 12:12:00,,,,,,,UK,iOS,Google Ads,5.2.0,U_20413_S001
U_41197,app_opened,2026-01-02 12:17:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S002
U_20413,onboarding_started,2026-01-02 12:20:00,,,,,,,UK,iOS,Google Ads,5.2.0,U_20413_S001
U_20413,onboarding_completed,2026-01-02 12:33:00,,,,,,,UK,iOS,Google Ads,5.2.0,U_20413_S001
U_41197,ai_prompt_submitted,2026-01-02 12:36:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S002
U_41197,note_created,2026-01-02 12:43:00,,,,,,,TR,Web,Organic,web_2026_01,U_41197_S002
U_26395,app_opened,2026-01-02 12:48:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S002
U_26395,document_uploaded,2026-01-02 12:52:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S002
U_26395,ai_prompt_submitted,2026-01-02 12:55:00,,,,,,,DE,iOS,Organic,5.2.0,U_26395_S002
U_20413,first_core_action,2026-01-02 13:02:00,,,,,,,UK,iOS,Google Ads,5.2.0,U_20413_S001
U_36410,app_opened,2026-01-02 13:06:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S002
U_36410,note_created,2026-01-02 13:16:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S002
U_36410,task_created,2026-01-02 13:28:00,,,,,,,US,Android,Organic,4.5.0,U_36410_S002
U_13354,signup,2026-01-02 14:11:00,,,,,,,DE,Android,Organic,4.5.0,U_13354_S001
U_13354,onboarding_started,2026-01-02 14:25:00,,,,,,,DE,Android,Organic,4.5.0,U_13354_S001
U_13354,onboarding_completed,2026-01-02 14:38:00,,,,,,,DE,Android,Organic,4.5.0,U_13354_S001
U_13354,first_core_action,2026-01-02 14:50:00,,,,,,,DE,Android,Organic,4.5.0,U_13354_S001
U_07497,signup,2026-01-02 15:07:00,,,,,,,BR,iOS,Organic,5.2.0,U_07497_S001
U_35671,signup,2026-01-02 15:07:00,,,,,,,BR,iOS,Referral,5.2.0,U_35671_S001
U_35671,onboarding_started,2026-01-02 15:13:00,,,,,,,BR,iOS,Referral,5.2.0,U_35671_S001
U_35671,onboarding_completed,2026-01-02 15:19:00,,,,,,,BR,iOS,Referral,5.2.0,U_35671_S001
U_07497,onboarding_started,2026-01-02 15:20:00,,,,,,,BR,iOS,Organic,5.2.0,U_07497_S001
U_07497,onboarding_completed,2026-01-02 15:39:00,,,,,,,BR,iOS,Organic,5.2.0,U_07497_S001
U_07497,first_core_action,2026-01-02 15:53:00,,,,,,,BR,iOS,Organic,5.2.0,U_07497_S001
U_27873,trial_started,2026-01-02 15:59:00,,,,,,,DE,iOS,Google Ads,5.2.0,U_27873_S002
U_16555,app_opened,2026-01-02 16:02:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S002
U_07497,ai_prompt_submitted,2026-01-02 16:05:00,,,,,,,BR,iOS,Organic,5.2.0,U_07497_S001
U_16555,ai_prompt_submitted,2026-01-02 16:06:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S002
U_08375,trial_started,2026-01-02 16:23:00,,,,,,,DE,Web,Google Ads,web_2026_01,U_08375_S002
U_16555,note_created,2026-01-02 16:25:00,,,,,,,DE,Android,TikTok Ads,4.5.0,U_16555_S002
U_07497,trial_started,2026-01-02 16:53:00,,,,,,,BR,iOS,Organic,5.2.0,U_07497_S002
U_05778,signup,2026-01-02 17:04:00,,,,,,,TR,Web,TikTok Ads,web_2026_01,U_05778_S001
U_27254,trial_started,2026-01-02 17:17:00,,,,,,,UK,iOS,Referral,5.2.0,U_27254_S002
U_05778,onboarding_started,2026-01-02 17:18:00,,,,,,,TR,Web,TikTok Ads,web_2026_01,U_05778_S001
